department,level,sem,code,type,title,description,mcs,prerequisites,preclusions,corequisites,hrs,remarks
EC,4,1,EC4131,Core (Major),Economic Insights I,This module introduces the central problem of economics and guides students to use concepts of demand and supply to analyse markets. This module provides the foundation for firms' theory and spectrum of market competitions. Students will apply various theories to analyse the behaviour of firms in different market structures and explore the effects of the behaviour on efficiencies and society's welfare.,4,None,,,3,
EC,4,2,EC4132,Core (Major),Economic Insights II,This module introduces students to Macroeconomics. Students will learn and apply the tools economists use to describe and explain the macroeconomy. Students will investigate the reasons behind macroeconomic problems and explain governments' policies to resolve these problems. Students will also learn the trade theories and explore the reasons for international trade and why countries still adopt protectionism despite trade benefits.,4,None,,,3,
EC,5,1,EC5131,Core (Major),Economic Insights III,"The module introduces the concepts of market failure and explores why the market fails and the effectiveness of government intervention in these markets. Students will critically evaluate market failure and associated policy effectiveness, focusing on externalities, merit/demerit goods, public goods. The module will also explore the effects of market dominance, analysing how a firm's behaviour within various market structures will result in market failure.",4,None,,,3,
EC,5,2,EC5132,Core (Major),Economic Insights IV,"This module equips students with additional tools to analyse the macroeconomy. Students will examine further the role of money in monetary policies and the objective of external stability in the balance of payment and exchange rates. Building upon the knowledge and skills in previous modules, students will examine the various causes of macroeconomic problems and discuss the effectiveness of governments in resolving these problems, focusing on the role of the Singapore government in dealing with past economic crises.",4,None,,,3,
EC,6,1 and 2,EC6131,Core (Major),Research in Economics,"This is a year-long module. Students will be engaged in a rigorous process of individual investigation of an Economics issue/topic to complete a Research Paper for submission.  The paper aims to reinforce and extend the learning of Economics concepts and skills. It challenges students to conduct an in-depth study and think critically about different perspectives.  In the process, students develop the ability to formulate informed opinions about the chosen Economics issue in the real world.",4,None,,,3,Year long module
EC,6,2,EC6132,Core (Major),Economic Insights V,"The module provides a deepening of Economics concepts mastered in the earlier modules. The module will examine both the rational and irrational decisionmaking processes of individuals. By applying consumer behaviour theory and understanding elements of behavioural economics, students will analyse the decision-making processes of consumers, producers, and governments. Finally, students will explore the concepts of risk, uncertainty and asymmetric information in affecting the decision-making process.",4,None,,,3,
GE,2,1,GE2131,Core,Geography Studies I,"This module focuses on the physical geography topics of weather and climate and deforestation in tropical rainforests, as well as map reading techniques. IN the topic of weather and climate, students are introduced to the Koppen-Geiger climate classification system which identifies 5 climatic zones based ontemperature and precipitation together with natural vegetation.  Students then learn about the weather elements and how each affects the weather and climatic conditions in different parts of the world. The study of the weather elements also includes the relevant weather instruments to collect weather data. Students apply their learning through the geographical investigation and fieldwork on their school grounds to collect authentic data for analysis as part of knowledge creation. They end the topic by studying the extreme weather conditions of tropical storms in terms of their causes, effects and management strategies. In the topic of deforestation of tropical rainforests, students learn about the unique characteristics and value of tropical rainforests first in order to enhance their appreciation for forest conservation and protection. Students explore the threats of deforestation and the challenges of forest protection and conservation through the lens of different cultures of the Amazon countries and their peoples. Through the study of the management issues and strategies employed in managing tropical storms and deforestation, students gain the awareness and a deeper understanding of the complexity of real-life issues that involve multiple stakeholders with diverse interests. Last but not least, students learn map reading techniques and interpretation skills as they practise with various topographical maps to make meaning of what they see on the maps.",2,HU1131,,,2,
GE,2,2,GE2132,Core,Geography Studies II,"This is the second Geography module for all students at Year 2. In Semester 2, students cover the human geography topics on population dynamics and urban development.  In population dynamics, students learn about population structures and gain a deeper understanding of factors contributing to demographic changes in a country or region over time. The module also focuses on pro-natalist and anti-natalist policies implemented in different countries to cope with demographic issues. The relationship between population change and the overall economic development of a country will be studied and discussed, using relevant named examples.  In urban development, students explore the concepts of urbanisation and urban growth, as well as the benefits and challenges of urban development.  The urban problems of transport and housing will be discussed and the measures to deal with them evaluated. As students explore the topics in the module, the distinction between the developing and the developed countries should serve to drive the message that there is no one-size-fits-all models, and students gain a deeper appreciation on the complexities of decision making.",2,GE2131,,,2,
GE,3,1,GE3131,Core,Geography Studies III,"This module is a core module. This module deals with the evolution of coastal landforms and features. It examines the coastal processes at work, the range of terrestrial, atmospheric, marine and biological factors that affect them, and the resultant changes that occur. The module also examines the environmental changes as a result of human action and changing land use in coastal zones, their ramifications and management strategies. This module also deals with the interiors of the Earth and its associated phenomena, landforms and features. The module examines the theories of continental drift, sea-floor spreading and plate tectonics in an attempt to understand the forces that helped shaped our planet. It explains the various forms of tectonic movements and their resultant landformsand features. It also looks at vulcanicity, earthquakes and other geographical phenomena resulting from tectonic activities and examines the often devastating consequences of these natural hazards as well as the ways people have learnt to respond to them.",3,GE2132,,,3,
GE,3,2,GE3132,Core,Geography Studies IV,"This core module deals with three geography topics – Global Tourism, Food Resources and Health and Diseases at the global and local scales. In the topic of Global Tourism, students study the factors leading to the growth in tourism, the different types of tourism and their contribution to the economic development of a country.  Students study and analyse the impacts of tourism development on people and the environment, and examine the issue of sustainable tourism management in different countries including Singapore. Under the topic of Food Resources, it focuses on food consumption, production and distribution patterns globally. It looks at the perplexing issue of food shortage leading to hunger in some countries and excess food resulting in obesity and food wastage in others. Students will also critically examine the role of technology in affecting food supply. With the concerns over increasing global population and environmental degradation, the possible solutions to food shortage are made more challenging and complex, going beyond just food supply. The topic on Health and Diseases focuses on the health of people and the main diseases affecting them. It examines the significance of people-environment interactions on diseases and mortality. It is concerned with the location and spatial spread of selected major diseases, the disease transmission cycles and intervention strategies to reduce disease burden. The module also studies the physical and socio-economic causes influencing the speed and agents of spread. Students will gain a deepened understanding of the relationship between unequal access to resources and physical well-being of people, as well as the importance of individual and collective responsibilities in responding to infectious diseases.",3,GE3131,,,3,
GE,4,1,GE4131,Core (Major),Geography Insights I,"This module covers 2 main topics – (1) Fluvial Geomorphology and Hazard Management, and (2) Denudation and Mass Movements.  In (1), the topic focuses on the interactions between man and the environment in the study of fluvial geomorphology and hazard management.  Beginning with studying the drainage basin as a system, students learn how rivers work towards dynamic equilibrium through the fluvial processes of erosion, transportation and deposition as well as the factors influencing these processes. Students also examine flow and channel characteristics in influencing stream development and their related features and landforms. This topic ends off with a study on river management in the Mississippi River Basin and critically examine the impacts of man's modification of the natural environments and the attempts to control the forces of nature through hard and soft engineering.   In (2), students study the geomorphic processes of weathering, erosion and mass movement, and the role they play in landform and slope development. Finally, it looks at landform evolution on selected rock types (granite & limestone) under different climatic conditions (temperate & humid tropical regions).",4,None,,,3,
GE,4,2,GE4132,Core (Major),Geography Insights II,"The module begins with recognising and understanding the inseparable, and often difficult relationship between environment and development. Drawing from the1987 report of the World Commission on Environment and Development, the module begins with the symptoms and causes of a threatened future namely, poverty, growth, critical thresholds of our environment and economic using data and named examples. That provides the context to understanding sustainable development by exploring the concepts of needs and limitations at different scales. The theme of sustainable development would then be examined through the issue of climate change. The module focuses on the natural and anthropogenic causes of climate change and its effects on people and the environment, specifically in the areas of weather hazards and pollution. Students tap into, and build upon their prior knowledge of weather and climate with justin-time inclusion of content concerning climatic variations such as Earth’s energy budget, atmospheric circulation, and El-Nino Southern Oscillation, etc.. Varied responses and mitigation measures planned and implemented in developed and developing countries would be discussed. It would be apparent that there are no straightforward cookie-cutter solutions for the issues and challenges arising, and countries would need to participate and cooperate with commitment at the global, regional and national levels to reduce and manage the impacts of climate change.",4,None,,,3,
GE,5,1,GE5131,Core (Major),Geography Insights III,"The module continues to explore the theme of sustainable development through urban development and management. Students learn and explore the factors affecting the pattern of residential areas within urban areas, including physical factors, land values, ethnicity and planning. They would also discuss the incidence of poverty, deprivation and informal activity in urban areas at varying stages of development. The module also highlights the economic and demographic processes bringing change over time to urban systems such as gentrification, urban renewal, suburbanisation and counter-urbanisation, as well as the consequences of these processes. Students have a chance to learn and explore the concept of liveability in cities as they investigate urban development through the lens of the elderly in terms of their needs and experiences, and discuss the strategies used in different cities to manage aspirations of the people. Through the study of waste management in cities and urban reimaging experiences, the module aims to build on students' prior knowledge of population dynamics and migration, urbanisation as well as climate change in order to appreciate the complexity of sustainable urban development.",4,None,,,3,
GE,5,2,GE5132,Core (Major),Geography Insights IV,"The module focuses on:  skills-based learning where students appreciate and are given the opportunities to make use of enabling technologies such as GIS and knowledge and skills learnt in geography to examine, address, represent and communicate the associated geographical phenomena, patterns and distribution;  Ethical issues with the use of data sources and information (primary, secondary, online sources, powerful and open source technologies like GIS) during the process of data collection, manipulation, representation and communication.    1. Definition of GIS  • What is GIS?o Construct definitions of GIS  o Analytical capabilities of GIS o Relevance of GIS • Describe components of GIS  o Hardware, Software, Input, Output  o Suggest enabling technologies, instruments and online resources to address geographical issues   2. GIS and Maps • What are maps?  o Comparison the purpose and types of maps used for similar focus / themes o Examine Political, Social, Cultural, Economic considerations  • Representation and Cartographic Communication of Map Outputs – Cartographer and Intended Audience Map Representation and Interpretation of geospatial data – Geometric, Attribute, Temporal Data  Base Map Creation with key map elements   3. Earth and its Coordinate System  • Map Projection  o Datum, Latitude, Longitude  o Spatial References, Coordinate Systems  o Distortions and Preservations  o Conformal, Equal-Area, Equal Distance  o Conical, Cylindrical, Azimuthal  4. Principles of Cartography  • Cartographic Design  o Key Map Elements  o Visual Hierarchy, Contrast, Figure Ground and Balance  o Typography, Scale and Generalization o Symbolisation and Colours  5. Spatial Data and Data Models • Vector and Raster Data Models  o Vector and Raster Data  o Advantages and Disadvantages of Vector and Raster Model  6. Database Management System • Database Management System o Tabular Data, Hierarchical Data, Network Data, Relational Database o Advantages and Disadvantages for each database management system o Purpose of Relational Database Management in GIS  o Construct Database Management in GIS  • Database Creationo Data Inputs, Editing, Classification, Analysis, Representation, Communication   7. Data Quality, Issues, Ethics Identify the types of Errors  Track and manage Errors Monitor error propagation  Ethical Issues and Considerations   8. Costs and Benefits Analysis of Investing in GIS Costs – Direct and Indirect  Benefits – Direct and Indirect  Organization, User, Implementation, System Needs and Changes   Benefits and Limitations of using GIS Other applications of GIS",4,None,,,3,
GE,6,1 and 2,GE6131,Core (Major),Research in Geography,"This module focuses on the completion of a Geography research paper. 1. Research Proposal:  Rationale for proposed research topic Research Problem Statement Research Questions  2. Literature Review  Critique of literature/sources for  theoretical insights  Relevance of literature to the proposed research   3. Methodology A written plan on the design of the  research investigation and method to  collect data Identify the chosen research  instrument   4. Research Paper  • A written paper consisting of the  essential components of a research  5. Qualifying Test • Presentation on proposed research topic/question, lit reviews and proposed methodology  6. Oral Presentation • Presentation of final research paper to a panel (consisting of teachers from other Humanities disciplines)",4,None,,,3,Year long module
GE,6,2,GE6132,Core (Major),Geography Insights V,"This module examines the relationship between economic growth and human development. Students study the globalisation of economic activities, and howconfigurations of economic activities across space affect people. They gain insights into the economic, social, political and environmental factors that shape and inlfuence how people interact with their environment and the world they live in. Students also explore the concept of development by looking at the standard developmental indicators used to measure development, as well as to examine the efforts by different countries to bring about development. The module highlights the connection between economic globalisation and the sustainable development goals (SDGs), especially in terms of decent work and economic growth, and reduced inequalities.",4,None,,,3,
HY,2,1,HY2131,Core,History Studies I,"This module focuses on the history of Southeast Asia during the late 19th century, and students will explore the reasons and processes of European colonisation in Southeast Asia.  The case studies of British Malaya and Dutch Indonesia will be examined.  Students will also gain an understanding of the impact of colonisation on Southeast Asia as well as the legacy of European dominance.",2,HU1131,,,2,
HY,2,2,HY2132,Core,History Studies II,"This module focuses on the history of Russia and Germany during the first half of the 20th century, and the events leading to World War 2.  Students will also examine the role played by leaders and ideologies in shaping the development of nations. Although the main focus of the module is on political developments, the module allows students to examine the social, economic and cultural history of the period.",2,HY2131,,,2,
HY,3,1,HY3131,Core,History Studies III,"This module examines the issues and conflicts during the Cold War era in Europe and its impact on the world order in the post 1945 years.  It also covers problems and events leading to the collapse of communism in Eastern Europe and the Soviet Union.   A.  A New Era of International Relations  Outbreak and Developments of the Cold War Escalation of the Cold War: The role of Science and Technology in Space Development and Arms Race, Cuban Missile Crisis and Korean War Effects of Cold War Conflicts on the World   B.  Weaknesses of the Command Economy and Communist System Gorbachev’s Reforms and his “New Thinking” Reasons for the Collapse of Communism and Breakup of the Soviet Empire",3,HY2132,,,3,
HY,3,2,HY3132,Core,History Studies IV,This module focuses on the decolonisation and emergence of nation-states in Southeast Asia.  Two case-studies of Malaya and Vietnam/Indonesia will be used to examine key factors that shaped the differing pathways and influence the struggles for independence of the countries. An awareness of the countries’ historical developments will provide students with a  better understanding of present-day issues that are unique to the region.   A. Decolonisation and emergence of Southeast Asia  1. Struggles for independence in Southeast Asia states in the post-WWII period   B.  Case study of MalayaRe-establishment of British Rule and local responses   Establishment of independent Malaya   C. Case study of Vietnam  OR Attempts by French to re-establish French rule and local responses Reunification and establishment of independent Communist Vietnam  D. Case study of Indonesia  Attempts by Dutch to re-establish Dutch rule and local responses Establishment of independent Indonesia,3,HY3131,,,3,
HY,4,1,HY4131,Core (Major),History Insights I,"This module traces the birth of the ideas on peace in post-WWII and the collective security role of the United Nations (UN). It also examines and discusses the role and contribution of the UN in these areas: international law, particularly with regard to human rights covenant and law on genocide; and the social and economic role of the UN with regard to the environment and population.  A. Purpose and Formation of the United Nations  1. Origin of the UN: reasons for the founding , its aims and principles   B. Political effectiveness of the UN in maintaining international peace and security 1. Organisational structure : Main organs of the UN and the UN Secretary- General  2. Collective security role of the UN : peacekeeping, peace enforcement, peacemaking and peacebuilding 3.   ICJ and ECOSOC    C.  UN Reforms  1.   Success and limitations of the UN",4,None,,,3,
HY,4,2,HY4132,Core (Major),History Insights II,"This module examines the contemporary issues of the post-Cold War era which includes perspectives on the new challenges facing the United States and in its relations with other countries, particularly Russia, and strategic alliances such as with NATO.  It also also examines the resurgence of new forces in the East with the growth and transformation of the Asian economies, particularly Japan, China and India.  A. End of Bipolarity   1.  Historical debates on end of the Cold War    B. US Role in the post-Cold War political effectiveness of the UN in maintaining  US foreign policy in the immediate post-Cold War l  US-Russian relations and security strategies towards Europe; NATO  Collective,   C. Asia Resurgence and relations with the Major Powers  China and Japan’s Relations with Major Powers  Success and limitations Engaging India in the 21st century",4,None,,,3,
HY,5,1,HY5131,Core (Major),History Insights III,"This module focuses on the challenges faced by independent Southeast Asian States, regional conflicts and cooperation.   A.  Challenges to Independent Southeast Asian States Establishment of Political Structures and Government: Achievements and Limitations Approaches to National Unity The Asian Financial Crisis Inter-State Tensions in Southeast Asia: Causes & Consequences  B   ASEAN, 1967 to the Present Reasons for the formation of ASEAN        Growth and development of ASEAN - intra-ASEAN relations;  and relations with external powers Strengths and Limitations of ASEAN",4,None,,,3,
HY,5,2,HY5132,Core (Major),History Insights IV,"This module looks at issues of conflict and cooperation, focusing on the rise and impact of religious fundamentalism on regional and global security.  A. Rise of Religious Fundamentalism   1.  Rise of Radicalism in Religion and Terrorism 2   Impact of Terrorism on Regional Security and the World 3.  Laws against International Terrorism  B.  Conflict and Instability in the Middle East  1.     Arab-Israeli Conflict: Causes, Consequences and Implications",4,None,,,3,
HY,6,1 and 2,HY6131,Core (Major),Research in History,"This module focuses on the completion of a History research paper.  1. Research Proposal:  Rationale for proposed research topic Research Problem Statement Research Questions  2. Literature Review  Critique of literature/sources for  theoretical insights  Relevance of literature to the proposed research   3. Methodology A written plan on the design of the  research investigation and method to  collect data Identify the chosen research  instrument   4. Research Paper• A written paper consisting of the  essential components of a research  5. Qualifying Test • Presentation on proposed research topic/question, lit reviews and proposed methodology  6. Oral Presentation • Presentation of final research paper to a panel (consisting of teachers from other Humanities disciplines)",4,None,,,3,Year long module
HY,6,2,HY6132,Core (Major),History Insights V,"This module focuses on the growth and problems of the global economy.  A.  Reasons for the growth of the Global Economy  Changes to the World Economy since 1945: post-war economic reconstruction Post-war economic liberalisation: economic miracle in Western Europe and Japan   B.  Problems that affected the Global Economy The Oil Crises, 1973  and 1979 Protectionism versus Free Trade; role of GATT Trade Imbalances and Debt Crisis : Role of IMF and WHO  C. Rise of the Asian Tiger economies and its implications on the world economy 1. Factors for economic transformation: role of government, private enterprise, culture and international developments",4,None,,,3,
MU,1,1 or 2,MU1131,Core,Foundations in Music,"The module introduces music in context with the world/environment we live in; and that music can be much more connected to subjects such as Math and Science. This inter-disciplinary approach seeks to re-visit the once natural coexistence of the subjects and uncover the similarities between them. Students create and perform music in both vocal and instrumental (percussion) settings, listen and respond to music of different timbre. The module also aims to provide a process-oriented and interactive platform for inquisition and play.  By the end of the semester, students would have developed and cultivated aesthetic values in music so to allow lifelong learners.",2,Good Attitude and Open Mindset,,,2,
MU,2,1,MU2131,Core,Basic Musicianship I,"Basic Musicianship I looks into the essential elements of music reading, listening and performing. Students will be exposed to music notation and composing of simple melodies and rhythms; active listening through basic ear-training and sight-singing; and musical expressions through conducting and performing.  By the end of the semester, the student would have developed and cultivated aesthetic values in music so that they have lasting appreciation of music and enjoyment of collaboration.",2,MU1131,,,2,
MU,2,2,MU2132,Core,Basic Musicianship II,"Students in Basic Musicianship II are exposed to the music heritage of Asian countries such as Singapore, Japan, China, India and Indonesia and its offshoots to today’s musics of popular and trend. Students will also have creative opportunities to compose folk-tunes and collaborations through group performance. By the end of the semester, the student would have listened with a purpose to music, built up an increased aural awareness of what musical sounds are being heard; and a changed attitude in which they value music of different cultures.",2,MU2131,,,2,
MU,3,1,MU3131,Core,Music: The Extravagant Art,"""This module looks into a tighter and more logical aspect of listening and appreciation — through the various eras and genres (symphony, opera, chamber, concertos, and other forms of music today) — relating them to the arts, society and nationalities.  This course will also introduce the contents of various works and their aesthetic qualities: what goes on in the music and how it affects us. Listening to music itself is an art and critical listening constitutes an active and creative experience. The highly sensuous pleasure we experience while listening to music is our emotional reward for an intellectual effort well made.",3,MU2132,,,3,
MU,3,2,MU3132,Core,Elements of Music Theory,"This module spirals to the next level of music theory for students who have already attained ABRSM Grade 3 / 4 Music Theory or have completed Basic Musicianship.  It covers the basic form and analysis of music, various clefs, irregular time signatures, usage of triads and chords in harmonization, basic compositional devices, ornaments, instruments of the orchestra, transposition and arrangement, etc.  Majoring students(without the earned certificate) must sit for the external examination: ABRSM Grade 5 Music Theory.",3,MU3131,,,3,
MU,4,1,MU4131,Core (Major),Ear-Training & Sight Singing,"This module challenges students to the task of ear-training and sightsinging exercises designed to build up an increased aural/oral awareness of musical sounds and pitching. The exercises consist of study and practice in melodic (2—3 parts), harmonic (2–4 parts) and rhythmic (simple to irregular) drills and dictations, identifying intervals (simple to compound), types of scales (e.g. modes, chromatics blues scales), triads and chords, keyboard harmony, score reading in various clefs (treble, alto, tenor, bass), conducting skills—ALL within a tonal/atonal context, error detection, prepared/unprepared singing and dictation. Students will be required to sing as an ensemble (virtual and onsite) in various parts.",4,MU3132,,,3,Refer to criteria checklist for eligibility to major
MU,4,2,MU4132,Core (Major),Chamber Music,"Chamber Music is defined as music for small ensembles, one performer to a part, generally without a conductor.  In the past, the term chamber music was restricted to Western classical music for small ensembles, such as the string quartet or piano quintet.  However in NUS High School, chamber music may comprise of different musical styles and mix of available instrumentations and skills.  At the heart of this art form is a spirit of collaboration. Democratic in essence, chamber music demands that each individual engage in a close musical dialogue with the other performers. Their collective musical instinct, experience, knowledge, and talent guide the process of interpreting, rehearsing, and performing.  Students are required to present a performance - consisting of instrumental playing and singing (optional acting and dancing) - by end of the Semester.",4,MU4131,,,3,
MU,5,1,MU5131,Core (Major),Melody & Harmony,"This module deals with tonal organization in the music of the 18th and 19th centuries, offers a thorough and comprehensive course of study in harmony, figured bass, forms and analysis, melodic decorations, suspension, writing for orchestral instruments, modulation, suspension, diatonic secondary 7th chords, Neapolitan 6th chord, Diminished 7th, Augmented 6th, advanced studies in four-parts, modulation, instrumental styles writing, harmonizing a melody, rewriting chorale passage and sonata, continuation of melodic writing for 2 treble instruments and a basso continuo, identification of compositions, its different genres and styles etc.  Majoring students without the certificate are strongly encouraged to sit for the external examination: ABRSM Grade 8 Music Theory.",4,MU4132,,,3,Students must have attained a certificate of ABRSM Grade 5 Music Theory. (Merit & above)
MU,5,2,MU5132,Core (Major),Orchestration & Music Composition,"This module looks into the principles of composition and instrumentations; and aims to develop student’s inventive ability with guided writings in various forms of musical composition.  Two parts: (1) Instrumentation deals with the ranges, techniques, and timbres of each of the orchestra instruments; (2) Orchestration deals with major scoring problems as well as techniques of transcribing piano, chamber, band music for orchestra, and explores the ranges and transpositions of voices.  Students will work on these characteristics and basic techniques inarranging, transcribing and scoring for chorus, orchestra, band and ensembles from pre-existing scores to original compositions.  Students will be equipped with music technology skills where they learn music notation software (Finale) and basic knowledge of MIDI sequencing (garage band) to create and compose music.",4,MU5131,,,3,Students must have attained at least a B+ for MU5131 or an equivalent standard of ABRSM Grade 8 Music Theory
MU,6,1,MU6131,Core (Major),Performance Practice,"Performing Practice is about the performance of music—stylistically and technical aspects – of how the music should be performed in corresponding to the eras (Baroque, Classical, Romantic, Contemporary). This module looks not only the performance styles but also into the notated/written scores - techniques of embellishments & ornamentations; tradition & philosophy, cultural perspectives – which values respect and represents our culturally diverse population. The module also focuses on the fundamental issues that will affect the teaching and learning of music - functions of music education to its social, psychological and pedagogical aspects. More practical topics discussed are cultural pluralism, innovative approaches in teaching & learning and critical thinking.  Students are required to submit a research paper on a topic of their choice (a proposal of no more than 500 words must be submitted for approval) which draws from areas of study such as analytical studies of various perspectives and approaches through representative recordings of literature and multimedia to performance or composition studies.",4,MU5132,,,3,
MU,6,2,MU6132,Core (Major),Senior Recital,"Music performance is an integral part of every student's music education.  As such, students specializing in music are required to perform a full recital of 45-50 minutes in the final year of NUS High music education: primary instrument (35 minutes) and secondary instrument (10 minutes).  Students are to adhere to the recital guidelines.  Prior to the recital, majoring students are to fulfill the followings: attained a minimum standard of ABRSM Grade 8 for the first musical instrument and a minimum standard of ABRSM Grade 5 for the second instrument, participated in a music competition – be it ensemble/ solo (optional), played for at least one master-class, presented at least 2 miniperformances for experience (solo or joined and a lecture recital), and passed the jury a month prior to the recital.  Majoring students are required to check with the Department Head on the procedures and bookings, recital repertoires; and the after recital reception (optional) with their parents.",4,MU6131,,,3,Students must have attained a minimum standard of ABRSM Grade 8 or equivalent for the 1st musical instrument and ABRSM Grade 5 or equivalent for the 2nd instrument.
AR,1,1 or 2,AR1131,Core,Foundations in Art I,"Foundations in Art I invites students to discover art as a creative lens and investigative tool to understand the world and environment we live in. Through this interdisciplinary approach, the deeper connection and natural coexistence of art and other subjects, such as Math and Science, are uncovered. The module also aims to provide a process-oriented and interactive platform for inquisition and play. Students will learn relevant and significant art terms and art history to support the understanding of the module.",2,Good Attitude and Open Mindset,,,2,
AR,2,1,AR2131,Core,Foundations in Art IIA,"Foundations in Art IIA introduces art fundamentals in theory and practice. Students will learn and apply the elements of art in a variety of ways to create unique and diverse works of art in different mediums. Concurrently, they acquire essential knowledge of the terminology to facilitate the contextual appreciation and description of art. The module also aims to provide students with an environment for inquiry, imagination and self-expression through discussion and artmaking.",2,AR1131,,,2,
AR,2,2,AR2132,Core,Foundations in Art IIB,"Foundations in Art IIB delves deeper into the art fundamentals in theory and practice. Students will learn and apply the principles of art in a variety of ways to create unique and diverse works of art in different mediums. Concurrently, they acquire essential knowledge of the terminology to facilitate the contextual description and analysis of art. The module also aims to provide students with an environment for inquiry, imagination and self-expression through discussion and artmaking.",2,AR2131,,,2,
AR,3,1,AR3131,Core,Art Intermediate I,"Art Intermediate I embarks students on a creative practice of art and design while incorporating influences from relevant art history, theories and movements. To develop their skills, artmaking techniques in both 2D and mixed media will equip students with visual strategies to create innovative representations through problemsolving and creative thinking. Students will begin to build a portfolio based on their explorations and practice in this module. The module also aims to provide students with an environment to sharpen their critical thinking and communication skills through using Feldman’s Model of Art Criticism, namely:  Describe, Analyze, Interpret and Evaluate (DAIE).",3,AR2132,,,3,
AR,3,2,AR3132,Core,Art Intermediate II,"Art Intermediate II delves deeper into the creative practice and process of art and design by using a variety of methods while incorporating influences from relevant art history, theories and movements. To further develop their skills, artmaking techniques across the spectrum of art in 2D, 3D and mixed media will challenge students in visual conception and representations through project-based learning and creative thinking. Students will continue to build on the portfolio based on their explorations and practice in this module. The module also aims to provide students with an environment to sharpen their critical thinking and communication skills through using Feldman’s Model of Art Criticism, namely:  Describe, Analyze, Interpret and Evaluate (DAIE).",3,AR3131,,,3,
AR,4,1,AR4131,Core (Major),Art Advanced I,"Art Advanced I provides students the scope to advance their skills in 2D and mixed media via practice, explorations and the study of art history. Students will concentrate on a particular area of investigation during artmaking to generate a repertoire ofworks forming their portfolio. The Feldman’s model of art criticism is reinforced with an in-depth use of art terminologies as relevant tools in communicating and writing for art. Through intensified theory and studio practice, students are equipped with critical & creative thinking skills and visual strategies to inform their formal and technical approaches.",4,AR3132,,,3,Refer to criteria checklist foreligibility to major
AR,4,2,AR4132,Core (Major),Art Advanced II,"Students in Art Advanced II continue to delve deeper in their understanding & application of art and design principles to build up a repertoire of 2D and mixed media works through practice, explorations and the study of art history. Authentic assignments by means of the visual art task and art showcase are introduced to the module. The Feldman’s model of art criticism is reinforced with an in-depth use of art terminologies as relevant tools in communicating and writing for art. Through intensified theory and studio practice, students are equipped with critical & creative thinking skills and visual strategies to inform their formal and technical approaches.",4,AR4131,,,3,
AR,5,1,AR5131,Core (Major),Studio Art I,"Studio Art I develops the portfolio into one of two portfolio types: 2-D Design or Drawing, as part of their studio practice. Students refining the portfolio should reflect three areas of concern: (1) a sense of quality in the art work; (2) concentration on a particular visual interest or problem; (3) the need for breadth of experience in the formal, technical, and expressive means of the artist. The theory component introduces students to significant art-making approaches from the pre-modern to contemporary eras using the Feldman’s model of criticism as a tool in communicating and writing for art. Overall, the module enables students to execute creative thinking strategies with more confidence and hone their critical thinking skills with focused practice and application.",4,AR4132,,,3,
AR,5,2,AR5132,Core (Major),Studio Art II,"Studio Art II, an extension of Studio Art I, further develops the portfolio into one of two types: 2-D Design or Drawing. Students refining the portfolio should reflect three areas of concern: (1) a sense of quality in the art work; (2) concentration on a particular visual interest or problem; (3) the need for breadth of experience in the formal, technical, and expressive means of artist. The theory component deepens students’ understanding of significant art-making approaches from the pre-modern to contemporary eras; and trains them to evaluate the evolution of the visual image through aesthetic theories using the Feldman’s model of criticism as a tool in communicating and writing for art. Overall, the module enables students to execute creative thinking strategies with more confidence and hone their critical thinking skills with focused practice and application.",4,AR5131,,,3,
AR,6,1,AR6131,Core (Major),Studio Art III,"Studio Art III consolidates the portfolio for submission to and evaluation by an external examination board in one of two types: 2-D Design or Drawing, as part of studio practice. Students finalizing the portfolio will ensure these areas of concern are met: (1) a sense of quality in the art work; (2) concentration on a particular visual interest or problem; (3) the need for breadth of experience in the formal, technical, and expressive means of the artist. Students are also required to write a research on a topic of their choice, relating to art matters, supported with a relevant theoretical framework.",4,AR5132,,,3,
AR,6,2,AR6132,Core (Major),Art Grad Show,"The Art Graduation Show is a culmination of the student’s artistic learning journey in NUS High School. It entails the rigorous process of planning, conceptualizing and curating for an art exhibition. Students will exhibit their past and current artworkscollectively and thematically in the school premise. The module also requires the students to present their oeuvre of art works to a panel of judges consisting of two art teachers and an external assessor.",4,AR6131,,,3,
DV,1,1 or 2,DV1132,Core,Design & Engineering,"This semester-long module aims to give students the intermediate skills they need to turn their ideas into reality. This module will build on the skills taught in DV1131. Students will learn to work with wood and plastics, as well as basic electronics. They will also be introduced to computer-aided design software",0,None,,,2,Students will take either DV1132 or DV1133 in Year 1  Sem 1 or Year 1 Sem 2
DV,1,1 or 2,DV1133,Core,Science Presentations,"Scientists, engineers and mathematicians need specific presentation skills. It is essential that scientists are able to communicate effectively with each other as well as with the general public.  This module will aim to allow students to acquire basic scientific presentation skills and practise them on their peers.  By listening to each other’s presentations, students will get exposed to a variety of presentation skills as well as get to learn interesting facts from each other. Students will also be encouraged to ask and think about critical questions pertaining to the research process.",0,None,,,2,Students will take either DV1132 or DV1133 in Year 1  Sem 1 or Year 1 Sem 2
DV,2,1 and 2,DV2134,Core,Junior Maker,"In this module, students will learn to code and control hardware using an Arduino board. In this way, they will be introduced to the basics of using the inputs from sensors and other devices to control output devices to achieve a given objective. Students will get a rich hands-on experience and will need to complete a simple project.",0,None,,,3,
